OTU	Group	Supergroup	MP1153_101bp	MP1153_151bp	MP1161_101bp	MP1161_151bp	MP1163_101bp	MP1163_151bp	MP1165_101bp	MP1165_151bp	MP1173_101bp	MP1173_151bp	MP1175_101bp	MP1175_151bp	MP1177_101bp	MP1177_151bp	MP1516_101bp	MP1516_151bp	MP1518_101bp	MP1518_151bp	MP1522_101bp	MP1522_151bp	MP1524_101bp	MP1524_151bp	MP1526_101bp	MP1526_151bp	MP1528_101bp	MP1528_151bp	MP2808_101bp	MP2808_151bp	MP2810_101bp	MP2810_151bp	MP2812_101bp	MP2812_151bp	MP2814_101bp	MP2814_151bp	MP2818_101bp	MP2818_151bp	MP2820_101bp	MP2820_151bp
MPN2683	Ciliophora	Alveolata	0	0	0	0	0	0	2	3	2	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0
MPN2686	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN269	RAD-B	Rhizaria	2	1	1	1	7	7	1	2	5	5	0	0	13	13	0	0	0	0	6	9	2	2	1	1	7	6	3	3	2	2	1	2	4	7	2	0	0	0
MPN2690	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
MPN2691	MALV-II	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2693	Labyrinthulomycetes	Stramenopiles	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2694	Choanomonada	Obazoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
MPN2697	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2698	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2699	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	6	8	0	0
MPN270	MALV-II	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2701	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MPN2703	Dinoflagellata	Alveolata	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2706	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPN271	MALV-II	Alveolata	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2715	Ciliophora	Alveolata	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2717	Acantharia	Rhizaria	0	0	0	0	0	0	2	2	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	2	2	0	0	0	0
MPN272	MALV-I	Alveolata	0	1	0	0	0	0	0	0	0	0	0	0	2	2	3	4	0	0	1	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
MPN2720	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2722	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
MPN2723	Labyrinthulomycetes	Stramenopiles	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN273	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2730	MALV-II	Alveolata	0	0	0	0	0	0	1	1	1	2	0	0	1	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
MPN2731	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	2	3	3	4	7	1	1	0	0	0	0	1	0	3	4	7	7	0	0	0	0	0	1	21	34	35	51	23	27
MPN2732	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	0	0
MPN2733	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN2736	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0
MPN2739	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN274	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	6	11	1	1	0	0	0	0	1	1	3	4	0	0
MPN2740	MALV-I	Alveolata	0	0	0	0	1	1	0	0	2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	2	0	0
MPN2745	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	1	0	0
MPN2746	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	6	6	1	4	7	9	0	0	0	0	1	1	3	4	2	2	0	0	0	0	0	0	7	9	1	2	7	8
MPN2747	Dinoflagellata	Alveolata	0	0	0	0	1	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	6	7	0	0	1	1	0	0
MPN2749	Polycystinea	Rhizaria	2	2	13	13	2	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	20	21	2	2	2	2	70	74	0	0	1	1
MPN275	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	17	17	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2752	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN276	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2760	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN2761	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPN2764	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPN2768	RAD-B	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN277	MAST-8	Stramenopiles	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPN2772	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN2774	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN2776	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2777	MALV-II	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2778	RAD-B	Rhizaria	0	0	0	0	1	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	1	4	4	2	2	0	0	0	0	0	1	3	4	0	0
MPN2779	MAST-9	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2789	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
MPN2791	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2792	RAD-A	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MPN2793	Acantharia	Rhizaria	0	0	0	0	0	0	3	3	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2795	MALV-I	Alveolata	3	5	1	2	3	4	6	12	12	16	9	16	14	26	2	18	2	3	2	1	7	10	6	7	9	17	13	17	0	1	3	3	3	5	7	13	3	4
MPN2799	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0
MPN28	Chloropicophyceae	Archaeplastida	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN280	InSedEukaryota	Eukaryota	0	1	0	0	1	0	1	2	0	0	0	0	3	3	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
MPN2802	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2805	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN2808	RAD-A	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	5	5	1	1	0	0	9	10	0	0	0	0	5	7	0	0	0	0
MPN2809	Chrysophyceae	Stramenopiles	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2812	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
MPN2814	Dinoflagellata	Alveolata	0	0	0	0	2	2	0	0	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	5	5	0	2	0	0	0	0	1	1	1	0	0	0
MPN2815	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
MPN2816	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2818	Polycystinea	Rhizaria	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN282	MALV-II	Alveolata	0	0	0	0	0	0	0	0	4	3	1	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2820	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	39	0	0
MPN2821	Ciliophora	Alveolata	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN2823	InSedEukaryota	Eukaryota	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2826	Telonemia	Eukaryota	0	0	0	0	0	0	0	0	0	1	16	15	0	0	4	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	3	2	2	5	6
MPN2827	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2831	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN2835	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2836	MALV-I	Alveolata	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MPN2839	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPN2842	Labyrinthulomycetes	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN2845	Prymnesiophyceae	Haptista	0	0	0	0	0	0	0	0	1	1	3	3	0	1	3	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	2	3	2	3	3	6
MPN2846	MALV-II	Alveolata	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN285	Pyramimonadales	Archaeplastida	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	4
MPN2850	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
MPN2856	Ciliophora	Alveolata	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2858	Bicosoecida	Stramenopiles	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN286	Acantharia	Rhizaria	0	0	1	1	2	2	3	3	2	2	0	0	5	6	1	2	0	0	0	0	0	0	1	4	2	4	8	11	0	0	0	0	2	2	0	0	0	0
MPN2862	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN2865	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	181
MPN2866	X-Cell	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN287	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2870	Dinoflagellata	Alveolata	0	0	0	0	1	0	0	0	2	3	4	5	0	0	5	5	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	4	4	1	2	11	12
MPN2872	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2875	Polycystinea	Rhizaria	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2879	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	2	0	0	0	0
MPN2884	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	3	1	0	1	1	0	3	1	0	0	1	1	0	0	0	0	1	2
MPN2887	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	2	0	0	0	6
MPN2888	Polycystinea	Rhizaria	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	3	3	2	1	0	0	0	0	0	0	3	3	0	0	6	6	1	1	0	0	0	0
MPN289	RAD-B	Rhizaria	1	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	1	1	4	4	1	1	4	4	0	0	0	0
MPN2890	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
MPN2899	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
MPN29	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	6
MPN2907	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	25	24	2	2	0	0	0	0
MPN291	Picozoa	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3
MPN2913	MAST-3	Stramenopiles	0	0	0	0	0	0	0	1	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2914	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPN2916	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0
MPN292	Telonemia	Eukaryota	0	0	0	0	1	1	0	1	7	8	0	0	1	1	0	0	1	1	0	0	3	3	3	4	11	10	1	1	0	0	1	1	1	1	0	0	0	0
MPN2921	Ciliophora	Alveolata	0	0	0	0	0	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2923	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2924	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN293	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN2931	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2932	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2934	MOCH-2	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2937	Dinoflagellata	Alveolata	0	0	0	2	3	9	7	12	3	14	3	11	12	24	2	12	1	1	2	3	6	27	8	18	5	13	11	27	3	10	4	10	1	15	2	5	2	9
MPN294	Pyramimonadales	Archaeplastida	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	5	6	0	0	14	10
MPN2940	Apicomplexa	Alveolata	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2942	MALV-III	Alveolata	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2945	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MPN2946	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MPN2949	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
MPN295	Prasino-Clade-IX	Archaeplastida	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	16
MPN2951	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2956	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	2	0	0
MPN2958	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN296	InSedObazoa	Obazoa	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2964	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	1	0	0
MPN2967	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2968	MALV-II	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN297	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPN2973	MAST-9	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN2974	RAD-C	Rhizaria	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
MPN298	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2980	Dinoflagellata	Alveolata	0	0	0	0	24	17	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0
MPN2983	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN2987	Pelagophyceae	Stramenopiles	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1
MPN299	RAD-A	Rhizaria	1	1	0	0	0	0	0	0	4	4	0	0	23	29	0	0	1	0	0	0	4	3	71	94	34	60	2	4	0	0	0	0	12	14	0	0	0	0
MPN2995	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MPN2996	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	3	1	2	0	2	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	2	0
MPN3001	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN3002	Dinoflagellata	Alveolata	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0
MPN3003	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
MPN3004	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
MPN3007	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN3008	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
