OTU	Group	Supergroup	MP1153_101bp	MP1153_151bp	MP1161_101bp	MP1161_151bp	MP1163_101bp	MP1163_151bp	MP1165_101bp	MP1165_151bp	MP1173_101bp	MP1173_151bp	MP1175_101bp	MP1175_151bp	MP1177_101bp	MP1177_151bp	MP1516_101bp	MP1516_151bp	MP1518_101bp	MP1518_151bp	MP1522_101bp	MP1522_151bp	MP1524_101bp	MP1524_151bp	MP1526_101bp	MP1526_151bp	MP1528_101bp	MP1528_151bp	MP2808_101bp	MP2808_151bp	MP2810_101bp	MP2810_151bp	MP2812_101bp	MP2812_151bp	MP2814_101bp	MP2814_151bp	MP2818_101bp	MP2818_151bp	MP2820_101bp	MP2820_151bp
MPN8009	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN801	Choanomonada	Obazoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MPN8010	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8015	Dinoflagellata	Alveolata	0	0	1	0	0	0	0	0	8	16	7	7	0	0	9	11	0	0	0	0	0	3	0	2	10	12	0	0	0	0	0	0	10	13	16	19	8	7
MPN8016	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN802	MAST-1	Stramenopiles	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPN8020	MALV-II	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
MPN8027	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MPN803	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8042	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	0
MPN8047	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN805	MALV-II	Alveolata	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8050	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN8053	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8057	MALV-II	Alveolata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8058	MAST-3	Stramenopiles	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0
MPN8061	RAD-B	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MPN8063	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	4	6	0	0
MPN8065	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8070	Polycystinea	Rhizaria	0	0	0	0	0	0	25	26	0	0	0	0	5	5	0	0	0	0	0	0	0	1	1	1	0	0	4	2	0	0	0	0	3	2	1	0	0	0
MPN8076	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	1	0	0	0	0
MPN808	MALV-I	Alveolata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8082	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN809	Acantharia	Rhizaria	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPN8096	MALV-IV	Alveolata	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8104	Dinoflagellata	Alveolata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
MPN8108	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN811	MALV-II	Alveolata	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MPN812	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	6	6	0	0	1	1	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	6	6	0	0
MPN8123	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MPN813	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MPN8140	Picozoa	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MPN8154	RAD-B	Rhizaria	3	3	0	0	2	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
MPN816	MAST-3	Stramenopiles	0	0	0	0	1	3	1	1	1	1	0	0	4	3	0	0	0	0	0	0	1	2	0	0	0	2	1	1	3	4	1	0	0	0	0	0	0	0
MPN8165	Dinoflagellata	Alveolata	0	0	0	0	2	0	1	1	0	0	0	0	15	10	0	0	0	0	1	1	0	0	0	0	0	1	8	7	0	0	0	0	1	1	0	0	0	0
MPN8169	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	2	2	0	0
MPN817	MALV-II	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8178	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	3	2	0	0
MPN8184	Chrysophyceae	Stramenopiles	0	0	2	3	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8185	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8186	MALV-I	Alveolata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8189	MALV-I	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN819	MALV-II	Alveolata	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN82	Acantharia	Rhizaria	0	0	0	0	0	0	5	6	0	0	0	0	8	9	0	0	0	0	0	0	10	10	0	0	0	0	29	36	0	0	0	0	2	3	0	0	0	0
MPN820	MALV-I	Alveolata	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	5	0	0	0	0	0	1	0	0	0	0
MPN8200	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8207	Dinoflagellata	Alveolata	0	0	0	0	2	2	1	6	11	14	14	17	31	36	12	9	0	0	0	0	2	1	0	0	12	20	2	4	0	0	2	1	15	29	14	17	40	48
MPN821	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8212	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPN8214	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8216	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
MPN8220	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MPN823	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
MPN8236	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	1	4	3	7
MPN8249	MALV-I	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
MPN8250	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	2	2
MPN8259	MALV-II	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPN826	RAD-A	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN8268	Dinoflagellata	Alveolata	0	0	38	54	34	56	49	69	9	13	0	1	86	91	0	0	3	3	2	3	47	79	40	45	2	4	94	107	0	0	27	35	14	15	0	2	0	0
MPN8269	Choanomonada	Obazoa	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN827	Ciliophora	Alveolata	0	0	2	4	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	1	0	0	1	2	0	0	0	1	0	0	0	0	1	0
MPN8272	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8276	RAD-A	Rhizaria	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
MPN8290	Dinoflagellata	Alveolata	0	0	2	5	8	10	6	10	22	33	47	46	13	17	38	38	0	0	0	0	21	22	17	19	40	43	21	15	0	0	2	2	35	45	57	65	42	37
MPN8294	Centrohelida	Haptista	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8298	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
MPN8299	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
MPN83	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	15	19	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	1
MPN830	MALV-I	Alveolata	0	0	1	1	0	1	14	14	15	18	0	0	18	21	23	25	1	1	0	0	3	3	1	1	10	11	7	7	0	0	3	2	4	7	6	6	0	0
MPN8304	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8308	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8315	MALV-II	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8316	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8318	Ciliophora	Alveolata	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
MPN8323	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8334	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0
MPN8335	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8337	Dinoflagellata	Alveolata	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	4	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPN835	MALV-II	Alveolata	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8350	Ciliophora	Alveolata	1	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	5	1	1	0	0
MPN836	Labyrinthulomycetes	Stramenopiles	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8364	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN837	MALV-II	Alveolata	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN838	Ciliophora	Alveolata	0	0	0	0	1	2	2	2	7	6	2	4	2	3	2	2	1	1	0	0	0	0	6	5	13	20	3	4	0	0	0	0	2	2	5	9	0	0
MPN8383	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8384	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
MPN8388	MALV-II	Alveolata	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8389	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN839	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN8392	MOCH-2	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
MPN84	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
MPN8404	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPN8412	MALV-I	Alveolata	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN842	MALV-II	Alveolata	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8425	Acantharia	Rhizaria	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8433	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	30	34	4	8	0	0	18	13	1	1	0	0	0	0	0	0	7	6	0	0	0	0	4	5	30	31	59	64	33	37
MPN8435	MALV-II	Alveolata	0	0	1	1	0	0	0	0	4	2	1	2	1	1	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN844	Dinoflagellata	Alveolata	0	0	4	4	4	5	2	2	0	0	0	0	5	4	0	0	1	1	2	3	8	9	0	1	1	1	2	4	8	6	13	13	2	2	1	1	0	0
MPN8446	Pelagophyceae	Stramenopiles	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN845	RAD-B	Rhizaria	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
MPN8451	MALV-III	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	1	2
MPN8453	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MPN846	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MPN8460	Dinoflagellata	Alveolata	0	0	0	0	4	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0
MPN848	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8480	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0
MPN8485	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
MPN849	InSedStramenopiles	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1
MPN8491	Dinoflagellata	Alveolata	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	1	1	1	0	0	0	0
MPN85	MALV-I	Alveolata	0	0	2	1	6	6	0	0	7	5	4	5	5	4	8	8	0	0	2	2	2	2	2	4	7	10	1	2	0	0	1	0	3	5	6	10	4	6
MPN850	MALV-II	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
MPN8504	MAST-3	Stramenopiles	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0
MPN8505	Acantharia	Rhizaria	0	0	0	0	0	1	0	1	0	0	1	1	0	2	2	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0
MPN8506	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MPN852	MALV-II	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN853	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
MPN8530	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8538	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8543	RAD-B	Rhizaria	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPN856	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPN857	MALV-II	Alveolata	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8576	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPN8578	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0
MPN858	MAST-2	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
MPN8580	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1
MPN8581	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8598	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	4	4	1	1	0	0	0	0	3	3	3	2	2	1	2	1	0	0	0	0	1	2	0	0	0	0
MPN8599	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	0	0	0	0	2	2	12	11	0	0
MPN86	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0
MPN8607	MALV-III	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN861	MALV-III	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MPN8619	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN862	MALV-II	Alveolata	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8622	Dinoflagellata	Alveolata	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0	0	0	1
MPN8626	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN863	MOCH-2	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN8630	InSedStramenopiles	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN8632	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN8634	Acantharia	Rhizaria	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MPN8639	Dinoflagellata	Alveolata	0	1	2	2	1	1	1	0	3	0	4	3	2	0	0	0	1	0	0	0	1	0	2	0	5	1	8	0	1	0	2	5	6	4	3	0	4	2
MPN8645	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	1
MPN8646	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
MPN865	MALV-II	Alveolata	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0
